fips,area,latitude,longitude
12061,617.006,27.700638,-80.574803
12063,954.564,30.787812,-85.210374
12065,636.535,30.424558,-83.890859
12067,547.908,29.990066,-83.17851
12069,1156.964,28.764113,-81.712282
12071,1212.461,26.552134,-81.89225
12073,701.789,30.45931,-84.2778
12075,1412.795,29.284409,-82.783483
12077,843.123,30.259849,-84.868581
12079,715.683,30.447228,-83.470437
12081,892.679,27.481386,-82.365784
12083,1662.61,29.202805,-82.0431
12085,752.829,27.079954,-80.398211
12086,2431.183,25.610494,-80.499045
12087,3737.524,25.601043,-81.206777
12089,725.921,30.605926,-81.764929
12091,1082.078,30.665858,-86.594194
12093,891.907,27.385592,-80.887388
12095,1003.26,28.514435,-81.323295
12097,1505.906,28.059027,-81.139312
12099,2383.009,26.645763,-80.448673
12101,868.454,28.302024,-82.455707
12103,608.127,27.903122,-82.739518
12105,2010.551,27.953115,-81.692783
12107,826.921,29.606006,-81.740894
12109,821.525,29.890593,-81.383914
12111,688.107,27.380775,-80.443364
12113,1173.778,30.703633,-87.014255
12115,725.344,27.184386,-82.365835
12117,345.294,28.690079,-81.13198
12119,579.826,28.714294,-82.074715
12121,692.256,30.189244,-82.992754
12123,1232.201,30.016943,-83.616417
12125,249.753,30.05428,-82.366918
12127,1432.436,29.057617,-81.161813
12129,735.726,30.140378,-84.375136
12131,1239.595,30.631211,-86.176614
12133,615.954,30.602217,-85.662797
13001,512.261,31.739712,-82.290103
13003,344.534,31.300562,-82.883614
13005,285.823,31.563327,-82.387859
13007,349.139,31.319622,-84.454857
13009,267.411,33.059532,-83.255362
13011,233.887,34.351922,-83.498441
13013,162.941,33.992009,-83.712303
13015,470.113,34.240918,-84.838188
13017,253.908,31.740776,-83.14719
13019,457.883,31.274308,-83.231906
13021,255.366,32.808844,-83.694193
13023,219.132,32.435403,-83.331717
13025,447.202,31.197334,-81.982978
13027,497.801,30.833696,-83.588971
13029,454.456,32.017969,-81.438543
13031,688.625,32.393408,-81.74381
13033,834.983,33.063737,-82.00389
13035,188.041,33.290355,-83.958221
13037,283.578,31.521279,-84.62629
13039,781.865,30.916358,-81.636516
13043,248.858,32.403986,-82.071446
13045,503.836,33.582237,-85.080527
13047,162.46,34.899393,-85.137353
13049,782.374,30.779904,-82.139644
13051,632.263,31.974756,-81.091768
13053,251.166,32.347445,-84.788021
13055,313.558,34.474179,-85.345289
13057,434.406,34.244317,-84.475057
13059,121.035,33.952234,-83.36713
13061,217.234,31.619831,-84.992583
13063,144.332,33.552242,-84.412977
13065,823.993,30.917653,-82.702614
13067,344.518,33.93994,-84.574166
13069,602.65,31.549245,-82.844938
13071,556.639,31.189758,-83.769741
13073,307.605,33.550556,-82.251342
13075,233.203,31.152935,-83.429552
13077,445.817,33.352897,-84.762138
13079,326.453,32.709446,-83.979182
13081,280.951,31.914753,-83.753338
13083,174.16,34.852424,-85.506201
13085,214.409,34.442842,-84.173284
13087,623.168,30.877961,-84.577744
13089,271.142,33.770661,-84.226343
13091,503.114,32.160656,-83.156818
13093,397.284,32.151995,-83.807167
13095,334.633,31.535068,-84.214444
13097,201.026,33.699317,-84.765944
13099,516.346,31.324191,-84.906723
13101,420.719,30.7085,-82.836132
13103,482.931,32.361711,-81.343337
13105,374.216,34.115017,-82.842057
13107,690.182,32.5911,-82.299763
13109,186.87,32.151902,-81.887618
13111,391.96,34.863837,-84.319287
13113,199.321,33.412717,-84.493941
13115,518.466,34.263677,-85.21373
13117,247.166,34.225143,-84.127336
13119,266.452,34.375155,-83.227291
13121,534.325,33.790034,-84.468182
13123,431.246,34.690541,-84.453984
13125,144.453,33.227491,-82.606913
13127,585.248,31.212747,-81.496517
13129,358.043,34.509667,-84.873862
13131,460.264,30.875863,-84.244772
13133,406.21,33.576836,-83.167103
13135,436.775,33.959101,-84.022938
13137,279.026,34.635108,-83.526406
13139,429.295,34.317588,-83.818497
13141,478.681,33.26922,-83.000465
13143,283.175,33.795165,-85.220062
13145,472.956,32.731549,-84.912432
13147,256.948,34.348733,-82.96329
13149,301.094,33.290968,-85.139594
13151,326.547,33.452881,-84.15444
13153,379.921,32.458381,-83.662856
13155,362.763,31.604306,-83.277037
13157,343.099,34.134157,-83.565133
13159,373.465,33.314905,-83.687892
13161,335.398,31.811615,-82.636825
13163,529.667,33.051874,-82.41905
13165,352.473,32.794563,-81.971524
13167,306.592,32.689831,-82.661354
13169,395.417,33.020226,-83.562339
13171,185.834,33.07446,-84.146721
13173,199.788,31.038197,-83.063164
13175,818.471,32.39322,-82.926317
13177,361.733,31.818419,-84.146681
13179,602.527,31.807245,-81.457969
13181,257.298,33.792151,-82.448299
13183,403.813,31.749563,-81.74287
13185,510.575,30.83368,-83.268967
13187,284.197,34.568149,-83.998828
13189,266.388,33.482464,-82.473188
13191,573.893,31.482978,-81.370199
13193,405.992,32.366216,-84.052162
13195,285.588,34.128486,-83.203637
13197,367.48,32.359538,-84.529561
13199,505.406,33.03022,-84.663279
13201,283.663,31.162908,-84.730386
13205,513.824,31.22894,-84.192407
13207,397.811,33.017435,-83.922938
13209,244.692,32.172108,-82.533349
13211,354.62,33.593732,-83.492324
13213,346.662,34.797097,-84.73799
13215,221.006,32.510197,-84.874946
13217,279.198,33.544046,-83.855189
13219,186.372,33.834125,-83.437728
13221,442.039,33.866806,-83.074081
13223,314.342,33.920903,-84.866979
13225,151.3,32.571324,-83.831978
13227,232.712,34.456621,-84.490256
13229,343.23,31.353988,-82.210427
13231,219.405,33.090769,-84.386627
13233,312.14,33.995961,-85.186826
13235,251.207,32.238794,-83.481855
13237,360.687,33.321061,-83.37179
13239,160.565,31.861487,-85.009317
13241,376.883,34.883026,-83.404735
13243,430.873,31.762651,-84.752311
13245,328.591,33.361487,-82.074998
13247,132.098,33.652081,-84.02637
13249,167.824,32.263441,-84.322724
13251,655.869,32.744751,-81.617585
13253,256.556,30.933894,-84.867592
13255,199.591,33.262389,-84.286067
13257,184.197,34.552914,-83.290216
13259,463.612,32.073225,-84.834912
13261,492.654,32.042203,-84.204283
13263,394.762,32.704603,-84.530029
13265,195.348,33.559314,-82.875208
13267,488.349,32.043768,-82.059208
13269,379.699,32.554667,-84.251426
13271,444.008,31.913639,-82.931062
13273,337.703,31.777191,-84.439446
13275,552.219,30.864616,-83.919783
13277,268.79,31.457003,-83.525931
13279,370.993,32.126698,-82.332071
13281,171.983,34.90265,-83.732158
13283,202.45,32.409586,-82.570882
13285,445.962,33.034482,-85.02836
13287,289.98,31.718232,-83.628567
13289,362.634,32.665847,-83.425879
13291,329.004,34.83377,-83.989573
13293,327.554,32.881837,-84.292281
13295,447.025,34.735827,-85.305385
13297,330,33.782649,-83.734215
13299,907.988,31.050881,-82.421507
13301,286.688,33.419169,-82.688012
13303,684.356,32.971848,-82.798112
13305,648.796,31.547845,-81.912376
13307,210.263,32.046554,-84.553218
13309,300.268,32.109276,-82.738701
13311,242.207,34.643677,-83.743713
13313,291.055,34.801726,-84.968541
13315,382.124,31.962717,-83.438262
13317,474.094,33.77904,-82.747922
13319,451.95,32.804321,-83.175587
13321,574.755,31.551773,-83.84996
15001,5086.133,19.597764,-155.502443
15003,2128.071,21.461364,-158.201976
15005,52.829,21.218764,-156.97401
15007,1266.359,22.012038,-159.705965
15009,2398.329,20.855931,-156.60155
16001,1060.462,43.447861,-116.244456
16003,1369.771,44.884583,-116.431873
16005,1147.432,42.692939,-112.228986
16007,1049.408,42.285833,-111.327445
16009,783.948,47.218451,-116.633541
16011,2120.406,43.216357,-112.399206
16013,2660.706,43.394482,-113.95529
16015,1906.686,43.987275,-115.715111
16017,1919.499,48.312512,-116.59694
16019,1900.636,43.395171,-111.621878
16021,1277.858,48.773065,-116.524619
16023,2233.697,43.6851,-113.177627
16025,1078.947,43.463396,-114.804427
16027,603.548,43.623051,-116.708527
16029,1798.575,42.786273,-111.544172
16031,2580.282,42.288635,-113.605498
16033,1765.141,44.286251,-112.36112
16035,2487.986,46.67257,-115.6535
16037,4937.306,44.273341,-114.252251
16039,3100.755,43.394826,-115.470751
16041,668.344,42.173589,-111.822955
16043,1895.684,44.218091,-111.484429
16045,565.705,44.061473,-116.398784
16047,733.718,42.973185,-114.82142
16049,8503.35,45.849237,-115.467376
16051,1105.574,43.796965,-112.318588
16053,602.152,42.691172,-114.263009
16055,1315.623,47.677113,-116.694918
16057,1076.912,46.81892,-116.730974
16059,4568.752,44.928789,-113.887841
16061,479.739,46.236328,-116.42376
16063,1205.887,42.986181,-114.153899
16065,473.226,43.789709,-111.65655
16067,762.927,42.856937,-113.64001
16069,856.282,46.333766,-116.760903
16071,1201.604,42.18389,-112.520465
16073,7696.982,42.593063,-116.142655
16075,410.275,44.00274,-116.748655
16077,1442.666,42.694126,-112.844407
16079,2635.123,47.347694,-115.885092
16081,450.56,43.760994,-111.211765
16083,1928.324,42.352309,-114.665639
16085,3732.961,44.771532,-115.637875
16087,1473.528,44.448213,-116.79783
17001,871.338,39.986053,-91.194961
17003,252.601,37.183683,-89.349506
17005,382.76,38.885924,-89.436592
17007,282.024,42.318983,-88.824295
17009,307.205,39.962069,-90.75031
17011,873.503,41.401304,-89.528377
17013,283.577,39.164262,-90.666295
17015,466.36,42.059084,-89.926485
17017,383.765,39.969202,-90.245705
17019,998.393,40.13915,-88.197201
17021,715.64,39.545524,-89.279593
17023,504.818,39.332364,-87.791687
17025,469.592,38.747312,-88.483789
17027,503.271,38.606423,-89.423136
17029,510.077,39.51368,-88.220782
17031,1634.859,41.894294,-87.645455
17033,445.818,39.00373,-87.757172
17035,347.003,39.273121,-88.240619
17037,634.66,41.894613,-88.768991
17039,405.084,40.181499,-88.901853
17041,417.224,39.766078,-88.222866
17043,336.412,41.852058,-88.086038
17045,623.996,39.679037,-87.74711
17047,222.721,38.417095,-88.047941
17049,480.006,39.047694,-88.592786
17051,725.343,39.001125,-89.017923
17053,486.242,40.594423,-88.224746
17055,431.444,37.991848,-88.926246
17057,882.574,40.465688,-90.206793
17059,328.182,37.768677,-88.227964
17061,546.272,39.355444,-90.387757
17063,430.447,41.29241,-88.401055
17065,435.891,38.085226,-88.539005
17067,814.396,40.405792,-91.167988
17069,181.579,37.517852,-88.266148
17071,395.22,40.815141,-90.93848
17073,825.643,41.350021,-90.130838
17075,1118.927,40.748867,-87.833601
17077,602.379,37.786096,-89.381212
17079,498.12,39.004874,-88.150763
17081,583.784,38.30078,-88.92421
17083,377.128,39.080192,-90.361365
17085,618.728,42.362391,-90.211471
17087,348.864,37.460815,-88.882962
17089,524.201,41.939594,-88.42804
17091,681.364,41.139494,-87.861125
17093,322.32,41.58814,-88.430626
17095,719.812,40.930941,-90.213761
17097,1368.479,42.326444,-87.436118
17099,1148.136,41.343341,-88.885931
17101,374.139,38.718954,-87.730221
17103,728.953,41.747442,-89.299351
17105,1045.927,40.894376,-88.552852
17107,618.927,40.12907,-89.365308
17109,590.184,40.455789,-90.677579
17111,610.813,42.324298,-88.452245
17113,1186.27,40.494559,-88.844539
17115,585.865,39.860237,-88.961529
17117,867.65,39.2659,-89.926344
17119,740.562,38.827082,-89.900195
17121,576.036,38.648396,-88.920221
17123,398.514,41.031119,-89.342371
17125,563.464,40.236993,-89.913575
17127,241.814,37.216119,-88.705658
17129,315.457,40.022569,-89.794133
17131,568.694,41.204791,-90.741433
17133,398.036,38.277983,-90.179078
17135,709.677,39.228092,-89.478007
17137,572.297,39.716806,-90.202277
17139,344.477,39.636896,-88.625726
17141,762.985,42.041884,-89.320176
17143,630.599,40.785999,-89.767358
17145,446.953,38.084385,-89.368487
17147,439.462,40.009056,-88.592328
17149,848.884,39.625106,-90.889034
17151,374.302,37.417169,-88.542374
17153,203.229,37.215615,-89.127755
17155,172.224,41.19894,-89.298386
17157,597.205,38.056515,-89.82121
17159,361.896,38.71155,-88.085698
17161,451.288,41.468404,-90.572203
17163,674.033,38.470198,-89.928546
17165,386.78,37.751653,-88.545031
17167,877.019,39.756378,-89.662311
17169,441.332,40.156905,-90.613464
17171,252.771,39.63698,-90.477759
17173,768.07,39.384926,-88.798862
17175,288.353,41.096908,-89.797411
17177,565.058,42.349726,-89.665994
17179,657.936,40.508074,-89.51626
17181,422.148,37.475104,-89.252875
17183,901.277,40.18674,-87.726772
17185,227.506,38.445821,-87.839167
17187,543.051,40.850441,-90.620223
17189,563.906,38.353141,-89.417187
17191,715.486,38.431948,-88.432129
17193,501.861,38.087372,-88.178585
17195,696.527,41.750571,-89.910957
17197,849.226,41.448474,-87.978456
17199,444.352,37.730353,-88.930018
17201,519.25,42.337396,-89.161205
17203,542.642,40.789596,-89.210301
18001,339.966,40.745733,-84.936131
18003,660.022,41.091855,-85.07223
18005,409.525,39.205843,-85.897999
18007,406.509,40.608253,-87.315479
18009,165.583,40.472672,-85.32373
18011,423.252,40.050892,-86.469014
18013,316.631,39.192585,-86.23941
18015,375.019,40.58498,-86.565141
18017,414.848,40.753799,-86.355169
18019,376.451,38.476217,-85.711122
18021,360.322,39.393951,-87.115837
18023,405.248,40.305944,-86.477567
18025,308.719,38.289433,-86.440871
18027,436.874,38.696155,-87.076988
18029,307.416,39.151491,-84.97346
18031,373.323,39.30598,-85.499831
18033,363.85,41.401189,-85.000185
18035,395.909,40.227165,-85.398856
18037,435.333,38.373344,-86.873385
18039,467.97,41.600693,-85.863986
18041,215.162,39.639655,-85.185032
18043,148.958,38.317937,-85.911474
18045,397.88,40.121282,-87.234806
18047,391.05,39.409762,-85.066964
18049,371.265,41.050384,-86.265006
18051,499.165,38.317413,-87.580566
18053,414.898,40.515758,-85.654946
18055,545.918,39.0486,-87.005245
18057,402.437,40.04987,-86.020586
18059,307.025,39.822604,-85.772904
18061,486.521,38.18644,-86.103681
18063,408.777,39.768749,-86.510287
18065,394.832,39.929576,-85.397338
18067,293.922,40.483537,-86.114118
18069,387.722,40.826394,-85.478598
18071,513.913,38.911957,-86.042516
18073,561.386,41.017688,-87.118814
18075,384.082,40.434972,-85.00338
18077,362.889,38.783604,-85.44009
18079,378.345,38.996234,-85.628111
18081,321.79,39.495986,-86.0946
18083,524.045,38.688663,-87.420182
18085,554.393,41.244293,-85.861575
18087,386.702,41.642468,-85.426302
18089,626.56,41.472239,-87.374337
18091,613.259,41.549011,-86.744729
18093,451.929,38.839815,-86.48782
18095,452.904,40.166203,-85.722454
18097,403.008,39.782976,-86.135794
18099,449.743,41.325003,-86.269036
18101,340.406,38.705322,-86.801847
18103,377.388,40.772881,-86.044259
18105,411.321,39.160751,-86.523325
18107,505.445,40.040296,-86.892715
18109,409.427,39.482646,-86.447457
18111,403.438,40.962399,-87.402172
18113,417.433,41.400794,-85.41785
18115,87.434,38.940527,-84.964299
18117,408.192,38.547381,-86.489257
18119,387.825,39.317339,-86.838845
18121,449.979,39.77425,-87.19695
18123,386.29,38.081436,-86.62654
18125,341.094,38.397898,-87.232532
18127,521.781,41.509922,-87.071308
18129,419.325,38.027614,-87.868653
18131,434.534,41.045272,-86.692538
